split,stage,scene,classes_present
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_pool\pool_1\0001970-000066002779,chair|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000006-000000240510,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000155-000006407454,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000793-000033119706,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0001152-000048067842,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0001679-000070288950,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001157-000046989432,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001332-000053960760,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001647-000066797388,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001950-000079164792,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0000013-000000421968,table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0000192-000006421332,door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0000517-000017314032,table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0001304-000043691124,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0002067-000069263832,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0003947-000132273912,chair|table|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0005070-000169945896,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab\tian_lab_1\0006275-000210332676,door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab2\tian_lab_a\0000974-000032611068,chair|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_lab2\tian_lab_a\0002431-000081443880,chair|door|shelf|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_office\tian_office_1\0000755-000025271064,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_office\tian_office_1\0001913-000064116108,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_office\tian_office_1\0002414-000080907624,door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_office\tian_office_1\0003310-000110937960,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_ti_office\tian_office_1\0003685-000123506460,table|door|cabinet|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_133\classroom_3133_nov_6_2012_scan1_erika\0001871-000082449360,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_133\classroom_3133_nov_6_2012_scan1_erika\0002253-000099106812,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_133\classroom_3133_nov_6_2012_scan1_erika\0003260-000142912224,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_133\classroom_3133_nov_6_2012_scan1_erika\0003665-000160239996,chair|table|cabinet|shelf|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0000003-000000100548,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0000167-000006837264,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0000701-000029225952,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0000987-000041258196,chair|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0001194-000049905324,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0001511-000063445788,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0002654-000115160976,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0003687-000160172964,chair|table|window|door|shelf|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0005206-000226098936,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0005370-000233237844,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_270\classroom_3270_oct_30_2012_scan1_erika\0006480-000281467368,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_1\0000009-000000268128,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_1\0003150-000105541884,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_1\0004083-000136812312,table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_1\0007146-000239471820,chair|cabinet|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_2\0000079-000002714796,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_2\0000736-000024902388,chair|door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_2\0000849-000028689696,chair|table|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_2\0001291-000043503768,door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_3_huge_office\cl_2\0002006-000067467708,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_1\bcs_floor4_conf_1\0000837-000028354536,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_1\bcs_floor4_conf_1\0001837-000061870536,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_1\bcs_floor4_conf_1\0002766-000093006900,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_2\bcs_floor4_conf_a\0000992-000033573730,chair|shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_2\bcs_floor4_conf_a\0001320-000044566978,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_4conf_2\bcs_floor4_conf_a\0002895-000097354678,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5bathroom\bcs_floor5_bathroom\0001113-000037504404,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0000007-000000402192,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0000698-000023561748,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0001842-000061937568,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0002145-000072092916,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0002472-000083052648,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0003038-000102022704,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0003776-000126757512,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0004462-000149749488,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_2\bcs_floor5_conf_a\0000287-000009609244,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_2\bcs_floor5_conf_a\0000541-000018122308,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_2\bcs_floor5_conf_a\0001365-000045739492,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_2\bcs_floor5_conf_a\0003813-000127820176,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5lounge\bcs_floor5_lounge\0000289-000009906995,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5lounge\bcs_floor5_lounge\0000527-000017883803,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5lounge\bcs_floor5_lounge\0001374-000046271855,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5lounge\bcs_floor5_lounge\0001852-000062292503,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6bathroom\bcs_floor6_restroom\0000490-000016690968,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0000103-000003720276,chair|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0000298-000010255896,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0001183-000039917556,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0001736-000058451904,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0002302-000077455476,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0002335-000078561504,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0002440-000082080684,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0002770-000093140964,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6conf\bcs_floor6_conf_1\0002833-000095252472,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0001813-000061019673,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0002016-000067823421,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0002654-000089206629,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0004625-000155266665,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0005274-000177018549,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0012202-000409250913,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_long\0013744-000460932585,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_6lounge\bcs_floor6_low_lounge\0001084-000036517225,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0002296-000077032275,chair|table|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0002812-000094326531,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0002936-000098482515,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0003830-000128445819,chair|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0006397-000214514907,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab1\ted_lab_1\0007976-000267436671,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0000455-000015427707,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0001260-000042408087,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0004066-000136487499,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0008304-000278528307,chair|table|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0010421-000349481679,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0010978-000368150091,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_ted_lab2\ted_lab_a\0013363-000448085751,chair|table|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000068-000002841171,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000237-000010013595,chair|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000568-000025732599,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000707-000031530867,chair|table|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000859-000038133519,table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001091-000047886675,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001345-000059114535,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001630-000071616003,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001745-000076911531,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0002755-000121487811,chair|window|door|shelf|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0003424-000151015407,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0003739-000164790483,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0004198-000185872047,window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0004663-000205780551,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0000625-000027866196,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0001514-000067213980,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0002357-000104785416,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0002554-000113365512,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0003406-000151205076,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0001225-000041023584,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0003032-000101586996,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0004168-000139694688,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0006871-000230321952,table|window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0007485-000250900776,chair|table|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0007884-000264273660,chair|window|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0010066-000337405572,table|door|shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0010407-000348834528,chair|window|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0011708-000392438844,door|shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0012377-000414861048,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0015471-000518559552,desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0015898-000532870884,chair|table|cabinet
