scene,scene_type
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1263,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1264,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1265,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1266,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1267,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1268,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1269,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1270,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1271,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1272,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1273,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1274,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1275,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1276,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1277,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1278,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1279,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1280,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1281,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1282,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1283,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1284,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1285,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1286,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1287,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1288,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1289,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1290,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1291,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1292,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1293,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1294,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1295,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1296,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1297,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1298,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1299,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1300,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1301,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1302,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1303,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1304,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1305,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1306,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1307,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1308,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1309,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1310,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1311,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1312,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1313,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1314,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1315,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1316,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1317,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1318,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1319,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1320,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1321,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1322,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1323,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1324,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1325,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1326,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1327,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1328,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1329,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1330,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1331,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1332,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1333,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1334,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1335,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1336,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1337,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1338,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1339,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1340,living_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1341,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1342,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1343,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1344,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1345,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1346,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1347,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1348,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1349,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1350,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1351,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1352,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1353,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1354,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1355,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1356,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1357,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1358,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1359,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1360,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1361,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1362,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1363,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1364,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1365,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1366,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1367,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1368,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1369,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1370,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1371,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1372,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1373,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1374,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1375,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1376,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1377,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1378,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1379,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1380,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1381,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1382,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1383,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1384,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1385,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1386,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1387,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1388,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1389,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1390,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1391,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1392,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1393,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1394,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1395,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1396,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1397,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1398,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1399,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1400,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1401,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1402,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1403,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1404,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1405,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1406,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1407,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1408,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1409,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1410,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1411,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1412,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1413,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1414,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1415,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1416,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1417,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1418,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1419,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1420,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1421,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1422,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1423,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1424,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1425,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1426,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1427,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1428,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1429,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1430,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1431,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1432,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1433,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1434,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1435,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1436,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1437,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1438,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1439,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1440,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1441,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1442,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1443,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1444,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1445,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1446,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1447,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1448,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv1\NYUdata\NYU1449,dining_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-31-54_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-33-17_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-34-09_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-34-59_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-35-27_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-35-49_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-36-15_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-36-47_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-38-05_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-38-28_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-38-49_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-39-12_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-39-49_260595134347,kitchen
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-40-14_260595134347,kitchen
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-40-59_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-41-25_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-00_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-23_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-42-41_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-43-17_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-43-32_260595134347,classroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-44-33_260595134347,bathroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-44-53_260595134347,bathroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-45-14_260595134347,bathroom
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-46-25_260595134347,computer_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-46-45_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-47-06_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-47-28_260595134347,computer_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-47-49_260595134347,computer_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-48-08_260595134347,office
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-48-33_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-49-09_260595134347,computer_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-49-36_260595134347,computer_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-50-34_260595134347,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-50-55_260595134347,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-51-15_260595134347,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-51-36_260595134347,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-52-16_260595134347,conference_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-52-47_260595134347,mail_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-53-06_260595134347,mail_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-53-29_260595134347,mail_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-54-22_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-56-00_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-56-12_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-56-37_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-56-53_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-57-07_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-57-24_260595134347,idk
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-58-21_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-58-37_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-59-09_260595134347,recreation_room
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-59-27_260595134347,study_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_11-59-44_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-00-42_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-01-00_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-01-20_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-01-36_260595134347,study_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-01-55_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-02-10_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-02-26_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-02-40_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-02-52_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-03-10_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-03-25_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-03-40_260595134347,office_dining
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-03-56_260595134347,rest_space
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-04-14_260595134347,idk
C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_12-05-18_260595134347,rest_space
