stage,scene_type,scene,classes_present
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0002799-000093978864,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0004211-000141303456,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0005578-000187119828,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_5\brown_cs5\0000004-000000107338,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_5\brown_cs5\0001337-000045018778,window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000004-000000100548,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000414-000014076720,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000623-000021081564,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0002196-000073802232,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_1\0000279-000009350964,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000001-000000020293,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000401-000013426693,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000867-000029045149,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000017-000000536256,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000243-000008110872,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000854-000028589148,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0001521-000050944320,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0002330-000078058764,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0000100-000003342080,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0000316-000010581536,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0001198-000040142648,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0001866-000062531336,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000001-000000034188,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000289-000009686796,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000549-000018400956,window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0001397-000046822524,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0000249-000008311968,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0000848-000028388052,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0001342-000044944956,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000249-000008311968,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000486-000016255260,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000780-000026108964,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0000489-000016359113,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0000767-000025676561,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0001112-000037239581,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0000191-000006371044,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0000556-000018604384,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0001087-000036401380,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0000748-000025060026,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001393-000046677846,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0002023-000067792926,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000004-000000100548,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000155-000005194980,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000397-000013305852,chair|table|counter
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000607-000020344212,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0001896-000063546336,chair|table|window|counter
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000399-000013356828,chair|table|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000748-000025053912,chair|table|window|door|counter
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001222-000040940496,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001464-000049051368,chair|table|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001512-000050660136,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000700-000023461200,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000427-000014277816,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000645-000021584304,chair|table|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0001219-000040822488,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_2\0001186-000039716460,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000139-000004747070,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000776-000026096762,chair|table|counter
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000993-000033369734,chair|table|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000205-000006965718,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000550-000018528738,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001305-000043833318,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001600-000053720538,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0002215-000074332878,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001084-000036398376,chair|door|counter
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001844-000061870536,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0002129-000071422596,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000721-000024232068,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000998-000033516000,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000185-000006166944,chair|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000298-000009954252,table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000500-000016724484,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000906-000030331980,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000299-000009992063,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000418-000013980467,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_conf_big\hv_conf_big_1\0000291-000009753156,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000012-000000512921,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000514-000020823617,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000691-000028297685,chair|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002476-000104211425,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002737-000115405769,chair|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0004552-000192727181,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0000366-000015655000,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0001336-000057985708,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0001951-000084966088,window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0002369-000103500436,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0000946-000040108360,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0001145-000048923068,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0001980-000066696840,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0002777-000093409092,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0006015-000201933900,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000067-000002279088,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000803-000026946864,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0001268-000042531804,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0001417-000047525688,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0002524-000084627900,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0001389-000046537407,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0002366-000079282539,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003244-000108709587,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003670-000122987403,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0004027-000134952615,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d451\d451-1\0000435-000014571658,table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0003278-000109881292,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0004731-000158580040,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0005164-000173092468,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0005514-000184823068,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0006666-000223433500,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0007394-000247833148,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0000844-000028253988,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0001105-000037001664,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0002140-000071690724,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0002501-000083790000,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d507\d507_1\0003520-000117942804,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0000145-000004830915,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0000836-000027990471,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0001986-000066533871,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0002297-000076957347,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0002844-000095290599,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g431\g431_1\0005035-000168724155,door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g449\g449_1\0003176-000106413300,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g449\g449_1\0004972-000166608036,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g449\g449_1\0005455-000182796264,table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g5_lounge\g5_lounge_1\0001353-000045349274,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g882\g882_1\0003082-000103561579,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g882\g882_1\0004330-000145389547,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g882\g882_1\0004870-000163488187,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_g882\g882_1\0005550-000186279067,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_lounge_d4_bill\d4_lounge_vision_1\0000567-000019137636,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000006-000000240510,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000646-000026952762,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0000793-000033119706,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0001152-000048067842,chair|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_34_302\classroom_34302_oct_30_2012_scan1_erika\0001679-000070288950,door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0000939-000038107692,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001157-000046989432,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001332-000053960760,door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001647-000066797388,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0001950-000079164792,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_36_144\classroom_36144_nov_2_2012_scan1_erika\0002487-000104737500,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0000007-000000402192,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0002145-000072092916,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_46_5conf_1\bcs_floor5_conf_1\0002472-000083052648,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000068-000002841171,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000568-000025732599,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0000859-000038133519,table|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001091-000047886675,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001345-000059114535,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001630-000071616003,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0001745-000076911531,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0003424-000151015407,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0003739-000164790483,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0004198-000185872047,window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_5_234\classroom_5234_nov_6_2012_scan1_erika\0004663-000205780551,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0000625-000027866196,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_6_120\classroom_6120_nov_2_2012_scan1_erika\0000851-000037485288,
