stage,scene_type,scene,classes_present
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003584_2014-05-23_16-46-00_094959634447_rgbf000100-resize,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003599_2014-05-23_17-23-54_094959634447_rgbf000101-resize,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003601_2014-05-23_17-26-26_094959634447_rgbf000101-resize,chair|table|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003603_2014-05-23_17-27-09_094959634447_rgbf000101-resize,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003608_2014-05-23_17-35-46_094959634447_rgbf001585-resize,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003612_2014-05-23_18-01-59_094959634447_rgbf000101-resize,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003622_2014-05-23_18-06-34_094959634447_rgbf000100-resize,table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003646_2014-05-23_22-12-52_094959634447_rgbf000100-resize,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_24-09_26_45-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_24-09_27_15-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_25_45-1311000073,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_26_13-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_46_55-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_47_09-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_47_23-1311000073,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_50_15-1311000073,window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_50_30-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_52_37-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_52_51-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_25-17_53_05-1311000073,chair|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_27-15_16_24-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_27-15_16_43-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\lg\2014_10_30-16_18_29-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_21-18_17_47-1311000073,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_21-18_18_04-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_21-18_18_35-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_21-18_20_29-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-15_23_32-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-15_25_18-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_00_11-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_01_27-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_01_41-1311000073,
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_01_53-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_03_45-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_03_57-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\sa\2014_10_22-16_05_53-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-11_41_16-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-11_41_36-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-11_42_39-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-12_19_11-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-12_19_41-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-12_20_19-1311000073,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_33_37-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_34_58-1311000073,
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_35_35-1311000073,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_37_00-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_37_17-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_37_32-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_37_51-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_39_07-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_39_26-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_40_17-1311000073,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-14_42_18-1311000073,table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_44_14-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_47_03-1311000073,door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_49_19-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_49_36-1311000073,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_52_57-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_53_56-1311000073,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\realsense\shr\2014_12_18-15_54_11-1311000073,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_bm_1\brown_bm_1\0005316-000178493131,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_1\brown_cs1\0003248-000109004318,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_1\brown_cs1\0003947-000132432002,table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0000004-000000100548,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0000399-000013540464,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0001049-000035325864,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0002799-000093978864,chair|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_4\brown_cs4\0004211-000141303456,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_5\brown_cs5\0000004-000000107338,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_5\brown_cs5\0001337-000045018778,window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000004-000000100548,chair|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000414-000014076720,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0000623-000021081564,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\brown_cs_6\brown_cs6\0002196-000073802232,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_1\0000279-000009350964,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000001-000000020293,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000401-000013426693,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c11\hv_c11_2\0000867-000029045149,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000017-000000536256,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000243-000008110872,chair|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0000854-000028589148,chair|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0001521-000050944320,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_1\0002330-000078058764,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0000100-000003342080,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0000316-000010581536,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0001198-000040142648,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c2\hv_c2_2\0001866-000062531336,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000001-000000034188,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000289-000009686796,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0000549-000018400956,window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_1\0001397-000046822524,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0000249-000008311968,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0000470-000015719004,window|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0000848-000028388052,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c3\hv_c3_2\0001342-000044944956,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000005-000000134064,chair|table|window|door|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000249-000008311968,chair|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000486-000016255260,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_1\0000780-000026108964,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0000489-000016359113,chair|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0000767-000025676561,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_2\0001112-000037239581,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0000191-000006371044,chair|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0000556-000018604384,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c4\hv_c4_3\0001087-000036401380,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0000748-000025060026,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_1\0001393-000046677846,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000004-000000100548,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000155-000005194980,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000397-000013305852,chair|table|counter
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000607-000020344212,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0000887-000029728692,window|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c5\hv_c5_2\0001896-000063546336,chair|table|window|counter
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000399-000013356828,chair|table|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0000748-000025053912,chair|table|window|door|counter
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001222-000040940496,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_1\0001512-000050660136,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c6\hv_c6_2\0000700-000023461200,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000427-000014277816,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0000645-000021584304,chair|table|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0001219-000040822488,chair|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_1\0001388-000046486692,chair|table|window|door|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_2\0001186-000039716460,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000139-000004747070,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000319-000010779950,chair|table|window|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000776-000026096762,chair|table|counter
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c7\hv_c7_3\0000993-000033369734,chair|table|window|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000205-000006965718,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0000550-000018528738,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001305-000043833318,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0001600-000053720538,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_1\0002215-000074332878,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001084-000036398376,chair|door|counter
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0001844-000061870536,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_2\0002129-000071422596,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000721-000024232068,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c8\hv_c8_3\0000998-000033516000,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000298-000009954252,table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000500-000016724484,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_1\0000906-000030331980,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000013-000000406487,chair|table|window|bottle
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000299-000009992063,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_c9\hv_c9_2\0000418-000013980467,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\harvard_conf_big\hv_conf_big_1\0000291-000009753156,
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000012-000000512921,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0000514-000020823617,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002038-000085509497,chair|window|light
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_242\classroom_1242_oct_30_2012_scan1_erika\0002476-000104211425,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_1_375\classroom_1375_nov_6_2012_scan1_erika\0002369-000103500436,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_26_100\classroom_26100_nov_2_2012_scan1_erika\0000946-000040108360,chair|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0001980-000066696840,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0002777-000093409092,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_124\124_1\0006015-000201933900,chair|table|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000067-000002279088,chair|table|door
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0000803-000026946864,
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0001417-000047525688,
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_262\262_1\0002524-000084627900,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0000107-000003569895,chair|table|bottle
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0001389-000046537407,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0002366-000079282539,chair|window
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003244-000108709587,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0003670-000122987403,chair
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_397\397_1\0004027-000134952615,chair|table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d451\d451-1\0000435-000014571658,table
Stage 2 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_32_d463\d463_1\0003278-000109881292,chair|table|door
